Type                                  Module                      Label             Process   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "SIM"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "SIM"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "SIM"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "SIM"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "SIM"     
edm::ValueMap<float>                  "ak8PFJetsPuppiSoftDropMass"   ""                "SIM"     
edm::ValueMap<float>                  "eidLoose"                  ""                "SIM"     
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "SIM"     
edm::ValueMap<float>                  "eidRobustLoose"            ""                "SIM"     
edm::ValueMap<float>                  "eidRobustTight"            ""                "SIM"     
edm::ValueMap<float>                  "eidTight"                  ""                "SIM"     
edm::ValueMap<float>                  "lowPtGsfElectronID"        ""                "SIM"     
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "SIM"     
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "SIM"     
edm::ValueMap<float>                  "puppi"                     ""                "SIM"     
edm::ValueMap<float>                  "puppiNoLep"                ""                "SIM"     
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "ptbiased"        "SIM"     
edm::ValueMap<float>                  "rekeyLowPtGsfElectronSeedValueMaps"   "ptbiased"        "SIM"     
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "unbiased"        "SIM"     
edm::ValueMap<float>                  "rekeyLowPtGsfElectronSeedValueMaps"   "unbiased"        "SIM"     
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "SIM"     
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "SIM"     
edm::ValueMap<int>                    "dedxHitInfo"               "prescale"        "SIM"     
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "SIM"     
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "SIM"     
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "SIM"     
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "SIM"     
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "SIM"     
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "SIM"     
edm::ValueMap<reco::MuonSimInfo>      "muonSimClassifier"         ""                "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "combined"        "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "csc"             "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "dt"              "SIM"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "SIM"     
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminators"   ""                "SIM"     
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauBasicDiscriminatorsdR03"   ""                "SIM"     
edm::ValueMap<reco::SingleTauDiscriminatorContainer>    "hpsPFTauDiscriminationByMuonRejection3"   ""                "SIM"     
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "SIM"     
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "SIM"     
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "SIM"     
edmNew::DetSetVector<SiPixelCluster>    "displacedMuonReducedTrackExtras"   ""                "SIM"     
edmNew::DetSetVector<SiPixelCluster>    "muonReducedTrackExtras"    ""                "SIM"     
edmNew::DetSetVector<SiStripCluster>    "displacedMuonReducedTrackExtras"   ""                "SIM"     
edmNew::DetSetVector<SiStripCluster>    "muonReducedTrackExtras"    ""                "SIM"     
float                                 "genParticles"              "t0"              "SIM"     
int                                   "addPileupInfo"             "bunchSpacing"    "SIM"     
int                                   "mixData"                   "bunchSpacing"    "SIM"     
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "SIM"     
reco::BeamSpot                        "offlineBeamSpot"           ""                "SIM"     
reco::BeamSpot                        "onlineMetaDataDigis"       ""                "SIM"     
reco::CSCHaloData                     "CSCHaloData"               ""                "SIM"     
reco::GlobalHaloData                  "GlobalHaloData"            ""                "SIM"     
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "SIM"     
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "SIM"     
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "SIM"     
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "SIM"     
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "SIM"     
vector<CTPPSLocalTrackLite>           "ctppsLocalTrackLiteProducer"   ""                "SIM"     
vector<DcsStatus>                     "scalersRawToDigi"          ""                "SIM"     
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "SIM"     
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "SIM"     
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "SIM"     
vector<LumiScalers>                   "scalersRawToDigi"          ""                "SIM"     
vector<PileupSummaryInfo>             "addPileupInfo"             ""                "SIM"     
vector<PileupSummaryInfo>             "mixData"                   ""                "SIM"     
vector<TotemFEDInfo>                  "ctppsDiamondRawToDigi"     "TimingDiamond"   "SIM"     
vector<TotemFEDInfo>                  "totemRPRawToDigi"          "TrackingStrip"   "SIM"     
vector<double>                        "ak4GenJets"                "rhos"            "SIM"     
vector<double>                        "ak4GenJetsNoNu"            "rhos"            "SIM"     
vector<double>                        "ak4PFJetsCHS"              "rhos"            "SIM"     
vector<double>                        "ak4PFJetsPuppi"            "rhos"            "SIM"     
vector<double>                        "ak8GenJets"                "rhos"            "SIM"     
vector<double>                        "ak8GenJetsNoNu"            "rhos"            "SIM"     
vector<double>                        "ak8PFJetsPuppi"            "rhos"            "SIM"     
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "rhos"            "SIM"     
vector<double>                        "ak4GenJets"                "sigmas"          "SIM"     
vector<double>                        "ak4GenJetsNoNu"            "sigmas"          "SIM"     
vector<double>                        "ak4PFJetsCHS"              "sigmas"          "SIM"     
vector<double>                        "ak4PFJetsPuppi"            "sigmas"          "SIM"     
vector<double>                        "ak8GenJets"                "sigmas"          "SIM"     
vector<double>                        "ak8GenJetsNoNu"            "sigmas"          "SIM"     
vector<double>                        "ak8PFJetsPuppi"            "sigmas"          "SIM"     
vector<double>                        "ak8PFJetsPuppiSoftDrop"    "sigmas"          "SIM"     
vector<edm::ErrorSummaryEntry>        "logErrorHarvester"         ""                "SIM"     
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowPtrs"          ""                "SIM"     
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowTmpPtrs"       ""                "SIM"     
vector<float>                         "generalTracks"             "MVAValues"       "SIM"     
vector<int>                           "genParticles"              ""                "SIM"     
vector<reco::BasicJet>                "ak8PFJetsPuppiSoftDrop"    ""                "SIM"     
vector<reco::CaloCluster>             "hfEMClusters"              ""                "SIM"     
vector<reco::CaloCluster>             "lowPtGsfElectronSuperClusters"   ""                "SIM"     
vector<reco::CaloCluster>             "particleFlowEGamma"        "EBEEClusters"    "SIM"     
vector<reco::CaloCluster>             "particleFlowEGamma"        "ESClusters"      "SIM"     
vector<reco::CaloCluster>             "hybridSuperClusters"       "hybridBarrelBasicClusters"   "SIM"     
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "multi5x5EndcapBasicClusters"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALBarrel"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALEndcap"   "SIM"     
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALPreshower"   "SIM"     
vector<reco::CaloCluster>             "hybridSuperClusters"       "uncleanOnlyHybridBarrelBasicClusters"   "SIM"     
vector<reco::CaloJet>                 "JetPlusTrackZSPCorJetAntiKt4"   ""                "SIM"     
vector<reco::CaloJet>                 "ak4CaloJets"               ""                "SIM"     
vector<reco::CaloMET>                 "caloMet"                   ""                "SIM"     
vector<reco::CaloMET>                 "caloMetBE"                 ""                "SIM"     
vector<reco::CaloMET>                 "caloMetBEFO"               ""                "SIM"     
vector<reco::CaloMET>                 "caloMetM"                  ""                "SIM"     
vector<reco::Conversion>              "allConversions"            ""                "SIM"     
vector<reco::Conversion>              "conversions"               ""                "SIM"     
vector<reco::Conversion>              "particleFlowEGamma"        ""                "SIM"     
vector<reco::Conversion>              "uncleanedOnlyAllConversions"   ""                "SIM"     
vector<reco::Conversion>              "gsfTracksOpenConversions"   "gsfTracksOpenConversions"   "SIM"     
vector<reco::DeDxHitInfo>             "dedxHitInfo"               ""                "SIM"     
vector<reco::ForwardProton>           "ctppsProtons"              "multiRP"         "SIM"     
vector<reco::ForwardProton>           "ctppsProtons"              "singleRP"        "SIM"     
vector<reco::GenJet>                  "ak4GenJets"                ""                "SIM"     
vector<reco::GenJet>                  "ak4GenJetsNoNu"            ""                "SIM"     
vector<reco::GenJet>                  "ak8GenJets"                ""                "SIM"     
vector<reco::GenJet>                  "ak8GenJetsNoNu"            ""                "SIM"     
vector<reco::GenMET>                  "genMetCalo"                ""                "SIM"     
vector<reco::GenMET>                  "genMetTrue"                ""                "SIM"     
vector<reco::GenParticle>             "genParticles"              ""                "SIM"     
vector<reco::GenParticle>             "genPUProtons"              "genPUProtons"    "SIM"     
vector<reco::GenParticle>             "muonSimClassifier"         "secondaries"     "SIM"     
vector<reco::GsfElectron>             "gedGsfElectrons"           ""                "SIM"     
vector<reco::GsfElectron>             "lowPtGsfElectrons"         ""                "SIM"     
vector<reco::GsfElectron>             "uncleanedOnlyGsfElectrons"   ""                "SIM"     
vector<reco::GsfElectronCore>         "gedGsfElectronCores"       ""                "SIM"     
vector<reco::GsfElectronCore>         "lowPtGsfElectronCores"     ""                "SIM"     
vector<reco::GsfElectronCore>         "uncleanedOnlyGsfElectronCores"   ""                "SIM"     
vector<reco::GsfTrack>                "electronGsfTracks"         ""                "SIM"     
vector<reco::GsfTrack>                "lowPtGsfEleGsfTracks"      ""                "SIM"     
vector<reco::HFEMClusterShape>        "hfEMClusters"              ""                "SIM"     
vector<reco::JPTJet>                  "JetPlusTrackZSPCorJetAntiKt4"   ""                "SIM"     
vector<reco::Muon>                    "displacedMuons"            ""                "SIM"     
vector<reco::Muon>                    "muons"                     ""                "SIM"     
vector<reco::Muon>                    "muonsFromCosmics"          ""                "SIM"     
vector<reco::Muon>                    "muonsFromCosmics1Leg"      ""                "SIM"     
vector<reco::PFCandidate>             "particleFlow"              ""                "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "AddedMuonsAndHadrons"   "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedCosmicsMuons"   "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedFakeMuons"   "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedHF"       "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughMuons"   "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughNeutralHadrons"   "SIM"     
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedTrackerAndGlobalMuons"   "SIM"     
vector<reco::PFJet>                   "ak4PFJets"                 ""                "SIM"     
vector<reco::PFJet>                   "ak4PFJetsCHS"              ""                "SIM"     
vector<reco::PFJet>                   "ak4PFJetsPuppi"            ""                "SIM"     
vector<reco::PFJet>                   "ak8PFJetsPuppi"            ""                "SIM"     
vector<reco::PFJet>                   "ak8PFJetsPuppiSoftDrop"    "SubJets"         "SIM"     
vector<reco::PFMET>                   "pfChMet"                   ""                "SIM"     
vector<reco::PFMET>                   "pfMet"                     ""                "SIM"     
vector<reco::PFMET>                   "pfMetPuppi"                ""                "SIM"     
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    "Cleaned"         "SIM"     
vector<reco::PFRecHit>                "particleFlowRecHitHBHE"    "Cleaned"         "SIM"     
vector<reco::PFRecHit>                "particleFlowRecHitHF"      "Cleaned"         "SIM"     
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "SIM"     
vector<reco::PFRecHit>                "particleFlowRecHitPS"      "Cleaned"         "SIM"     
vector<reco::PFTau>                   "hpsPFTauProducer"          ""                "SIM"     
vector<reco::PFTauTransverseImpactParameter>    "hpsPFTauTransverseImpactParameters"   "PFTauTIP"        "SIM"     
vector<reco::Photon>                  "gedPhotons"                ""                "SIM"     
vector<reco::Photon>                  "ootPhotons"                ""                "SIM"     
vector<reco::Photon>                  "photons"                   ""                "SIM"     
vector<reco::PhotonCore>              "gedPhotonCore"             ""                "SIM"     
vector<reco::PhotonCore>              "ootPhotonCore"             ""                "SIM"     
vector<reco::PhotonCore>              "photonCore"                ""                "SIM"     
vector<reco::PixelClusterTagInfo>     "pixelClusterTagInfos"      ""                "SIM"     
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerXClusters"   "SIM"     
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerYClusters"   "SIM"     
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerXClustersShape"   "SIM"     
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerYClustersShape"   "SIM"     
vector<reco::RecoEcalCandidate>       "hfRecoEcalCandidate"       ""                "SIM"     
vector<reco::RecoTauPiZero>           "hpsPFTauProducer"          "pizeros"         "SIM"     
vector<reco::SuperCluster>            "correctedHybridSuperClusters"   ""                "SIM"     
vector<reco::SuperCluster>            "correctedMulti5x5SuperClustersWithPreshower"   ""                "SIM"     
vector<reco::SuperCluster>            "hfEMClusters"              ""                "SIM"     
vector<reco::SuperCluster>            "lowPtGsfElectronSuperClusters"   ""                "SIM"     
vector<reco::SuperCluster>            "particleFlowEGamma"        ""                "SIM"     
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALBarrel"   "SIM"     
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALEndcapWithPreshower"   "SIM"     
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALBarrel"   "SIM"     
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALEndcapWithPreshower"   "SIM"     
vector<reco::SuperCluster>            "hybridSuperClusters"       "uncleanOnlyHybridSuperClusters"   "SIM"     
vector<reco::Track>                   "ckfInOutTracksFromConversions"   ""                "SIM"     
vector<reco::Track>                   "ckfOutInTracksFromConversions"   ""                "SIM"     
vector<reco::Track>                   "conversionStepTracks"      ""                "SIM"     
vector<reco::Track>                   "cosmicMuons"               ""                "SIM"     
vector<reco::Track>                   "cosmicMuons1Leg"           ""                "SIM"     
vector<reco::Track>                   "displacedGlobalMuons"      ""                "SIM"     
vector<reco::Track>                   "displacedStandAloneMuons"   ""                "SIM"     
vector<reco::Track>                   "displacedTracks"           ""                "SIM"     
vector<reco::Track>                   "generalTracks"             ""                "SIM"     
vector<reco::Track>                   "globalMuons"               ""                "SIM"     
vector<reco::Track>                   "refittedStandAloneMuons"   ""                "SIM"     
vector<reco::Track>                   "standAloneMuons"           ""                "SIM"     
vector<reco::Track>                   "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "SIM"     
vector<reco::Track>                   "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "SIM"     
vector<reco::Track>                   "refittedStandAloneMuons"   "UpdatedAtVtx"    "SIM"     
vector<reco::Track>                   "standAloneMuons"           "UpdatedAtVtx"    "SIM"     
vector<reco::Track>                   "tevMuons"                  "default"         "SIM"     
vector<reco::Track>                   "tevMuons"                  "dyt"             "SIM"     
vector<reco::Track>                   "tevMuons"                  "firstHit"        "SIM"     
vector<reco::Track>                   "tevMuons"                  "picky"           "SIM"     
vector<reco::TrackExtra>              "displacedGlobalMuons"      ""                "SIM"     
vector<reco::TrackExtra>              "displacedMuonReducedTrackExtras"   ""                "SIM"     
vector<reco::TrackExtra>              "displacedStandAloneMuons"   ""                "SIM"     
vector<reco::TrackExtra>              "globalMuons"               ""                "SIM"     
vector<reco::TrackExtra>              "muonReducedTrackExtras"    ""                "SIM"     
vector<reco::TrackExtra>              "refittedStandAloneMuons"   ""                "SIM"     
vector<reco::TrackExtra>              "standAloneMuons"           ""                "SIM"     
vector<reco::TrackExtra>              "tevMuons"                  "default"         "SIM"     
vector<reco::TrackExtra>              "tevMuons"                  "dyt"             "SIM"     
vector<reco::TrackExtra>              "tevMuons"                  "firstHit"        "SIM"     
vector<reco::TrackExtra>              "tevMuons"                  "picky"           "SIM"     
vector<reco::TrackExtrapolation>      "trackExtrapolator"         ""                "SIM"     
vector<reco::Vertex>                  "inclusiveSecondaryVertices"   ""                "SIM"     
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "SIM"     
vector<reco::Vertex>                  "offlinePrimaryVerticesWithBS"   ""                "SIM"     
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Kshort"          "SIM"     
vector<reco::VertexCompositeCandidate>    "generalV0Candidates"       "Lambda"          "SIM"     
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVertices"   ""                "SIM"     
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVerticesCvsL"   ""                "SIM"     
